Word,Score
V AY N T ,0
AH F IY AH ,0
AE G AA JH ,0
ER L R K ,2.74
N AW Z IY ,0
AA K IH T ,0
Y EH ZH AH ,0
D AA D OW ,0
B R B AW ,0
N EY P AY ,0
ER TH IH B ,0
IY V AA JH ,0
D AW R B ,0
F R SH ER ,0
L AA N TH ,0
F AE L AH ,0
T EY L ER ,0
AA P OW S ,0
IH M AA N ,0
D R AE M ,0
ER S K S ,0
CH IY P AW ,0
M ER AE M ,0
HH AE G EY ,0
AA D ER D ,0
P IY EY Z ,0
AY Z ER JH ,2.703
Z AY D EY ,0
T IY K AE ,0
T R OY T ,0
F ER G UW ,0
AH S F EY ,0
EH P OW Z ,0
AE P OW G ,0
SH IY B OW ,0
R AH L AE ,0
AA L F T ,0
AH B OW N ,0
K W EH B ,0
EH R EY S ,0
TH R SH IY ,0
M AE CH IY ,0
R UW IH L ,0
AY B AH NG ,2.283
B AA D OW ,0
W ER K S ,0
TH IH SH AE ,0
T R UW D ,0
AH HH AA M ,3.209
IH L AE CH ,0
OW D IH DH ,2.203
R AA S AE ,0
ER AA L S ,0
EH F R S ,0
AY K AW T ,2.253
AH G L V ,0
ER K SH IY ,0
M IY AO B ,4.841
G AE ZH ER ,0
V IH L UW ,0
CH EH CH IY ,0
R AO K UW ,0
AA N AE ZH ,0
Y AO K AE ,0
Y AA T AH ,0
M IY B OW ,0
S EH L IY ,0
N AE P ER ,0
Y UH R AH ,0
S W AA K ,0
T UW AH K ,0
M EY D AW ,0
S T AA SH ,0
AY T UH D ,0
TH AH M AW ,2.983
S ER EY N ,0
TH IY ER D ,0
G R AY AH ,0
T ER CH ER ,0
D UW B OY ,0
AH K ER S ,0
CH AA R AY ,0
M AA R OY ,0
R IY ER CH ,0
N OW N JH ,0
P R AO T ,0
M EY AH T ,2.092
L UH D AH ,0
AH CH IH NG ,0
D R AE D ,0
ER B ER TH ,0
G EH L F ,0
TH R EH G ,0
P EY P AW ,0
S T AE B ,0
S EH T AW ,2.552
AH P ER JH ,0
P OW P OY ,0
AH P OY D ,0
AH M EH S ,0
Y ER AA R ,0
P EY M UW ,2.436
AE K AO D ,0
D OY AH L ,0
IH F IH JH ,0
F ER N CH ,0
EH R IY AH ,0
HH ER IH P ,0
IY M EH S ,0
W OW B IY ,0
G AE DH ER ,0
V AE T UW ,0
S EY L AY ,0
IH P CH ER ,2.283
L EH R CH ,0
S IH B AH ,0
TH ER S UW ,0
AH G M AH ,0
AO HH IY Z ,5.266
W AH M EY ,3.078
R UW EY Z ,0
CH EH T IY ,0
AE K M F ,2.63
N AW N D ,0
IH R AO NG ,0
ER W EY D ,2.423
HH ER IY CH ,0
EH R AA CH ,0
EH S AE L ,0
V AA V IY ,0
V AY AA P ,2.544
IH L JH ER ,0
P OW N D ,0
AY T UW ER ,0
S L IY T ,0
T OW B EY ,0
M IY AE P ,0
AH M AH SH ,0
CH IY ER AH ,0
S M IH DH ,0
S W EH G ,0
JH EH R N ,0
T OY IH JH ,0
F AY R OW ,0
ER L IY N ,0
F L AA D ,0
Z AY K S ,0
K AE ZH ER ,0
T ER B AH ,0
L IH M ER ,0
G L AY ER ,0
L AO L OY ,0
S K L OY ,0
N AA L JH ,0
AE B Y UW ,0
AE B Y ER ,0
L IH T UW ,0
Y AA R UW ,0
AA D UW CH ,2.117
T ER N OY ,0
T OY IH ZH ,0
P AY L D ,0
AE JH ER V ,0
AA N AH M ,0
G IY D AH ,0
ER F AE TH ,0
R OW G AW ,0
B R UW D ,0
EH S AO D ,0
V EH M OW ,0
IY F Y UW ,0
AA TH EH K ,0
AH G ER NG ,3.58
F EH N TH ,0
AH T EH M ,0
AA B IH P ,0
F R EY D ,0
P AY P AE ,0
T IY ER OY ,0
S UW B EY ,0
AE SH AH SH ,2.557
Y EH N AH ,0
ER M IH L ,0
IH S AY K ,0
JH IY V EY ,0
K AA G IY ,0
T OY N OW ,0
B R G OY ,0
HH IY P UW ,0
AE T AO N ,0
ER F IY AH ,0
P AY P ER ,0
G W EY Z ,0
AA L AW L ,0
M IY HH EY ,3.209
W ER IY JH ,0
AO L AE P ,0
AE T AA V ,0
AE T OY TH ,3.29
HH W ER JH ,0
ER IY ER L ,0
L IY V EY ,0
ER EY D AE ,0
AE B AH D ,0
TH R G AH ,0
S W ER S ,0
T UW AH TH ,0
EH D AA N ,0
V AE V AH ,0
AH B EH NG ,1.747
B AO R AW ,0
ER G IY AH ,0
SH AA D IY ,0
OW N CH IY ,0
R IY B AE ,0
R IH V AH ,0
ER L CH IY ,0
AH T AO NG ,0
JH AE T AE ,0
IH G R UW ,0
EY N IH SH ,0
S M B OW ,0
AH L OW T ,0
OW S T UW ,2.382
AE R OY Z ,0
ER AY R EY ,0
S AO G ER ,0
AY T EH CH ,0
T UW AH B ,0
AO S P AE ,0
EY T AE L ,0
ER K OW N ,0
AA S AE DH ,0
EY K W EY ,0
G OW Z AH ,0
D R K ER ,0
N AO L M ,0
D AA T AE ,0
ER N EY T ,0
F EH L CH ,0
EH V EY T ,0
R AY T EY ,0
L IH L D ,0
TH R EH M ,0
HH IH N OY ,0
OW L UW ER ,0
IH D IH N ,0
M IY S ER ,0
W AA P EY ,0
AE R L AW ,0
K R T OW ,0
M AO T ER ,0
TH ER AY T ,0
AA W EH V ,5.153
P EY D EY ,0
R AW ER M ,0
SH AA N S ,0
D R L JH ,0
Y AA TH ER ,0
G W EY M ,0
Y ER AE T ,0
G Y AO L ,0
V EH N S ,0
AE TH EH TH ,0
IH TH IH V ,2.114
SH IY P OW ,0
L OY T AW ,2.552
K R AA ZH ,1.816
AO S AH SH ,0
AH N IH G ,0
T IY D AE ,0
D AW AH JH ,0
S L IY OW ,0
F R L IY ,0
L OW L AY ,0
AA R IY CH ,0
ER S AE S ,0
Y ER IY S ,0
ER F IH CH ,0
AE T R D ,0
IH SH AE M ,2.053
Z IH P IY ,0
G W IH NG ,0
AH K IH Z ,0
ER IY ER B ,0
AO S EY G ,0
B EH S OW ,0
EH JH AA T ,0
K L K OY ,0
EH D UW ER ,0
ER AA CH ER ,0
IH G L AH ,0
B R AE DH ,0
B ER CH UW ,0
B ER P UW ,0
L AO N CH ,0
EH F EY M ,0
B EY P EY ,0
P IH G AE ,0
M AW T ER ,0
W IH K AE ,0
IH N F UW ,2.434
Y IY IH V ,4.308
F AH JH IY ,0
IH B AY K ,2.283
D ER AA TH ,0
R AW N OY ,0
AE G L M ,0
JH UW SH AH ,0
TH IY EH G ,0
N UW IH R ,0
T AH DH ER ,0
TH R EY N ,0
AA B AA SH ,0
EH F AE NG ,0
AE L F OW ,3.147
IH T IH JH ,0
EY M AE B ,0
JH OY S UW ,0
HH AH V IY ,0
L OY NG S ,5.371
AO S AE JH ,0
IY F IY JH ,0
P EH SH IY ,0
N IY K AW ,0
T OY K IY ,0
AA K IH P ,0
AH TH EH R ,0
L IY D AE ,0
T AH D AH ,0
D AW ER OY ,0
P OW N OW ,0
IH K L UW ,0
ER AA P OW ,0
B UW AA T ,2.323
AE N S IY ,0
IY K EH L ,0
AE R B UW ,0
N OW AH L ,2.092
V EY AH NG ,2.092
AY D AA P ,0
R IH S UW ,0
D OW L T ,0
DH IH B AW ,0
G W ER IY ,0
TH AH Z IY ,0
S W AA K ,0
D AE L CH ,0
Z EH M OW ,0
OW TH AE S ,5.554
W AA CH IY ,0
IH F ER CH ,0
AO T R JH ,0
T EY P S ,0
N IH D ER ,0
L OW T EY ,0
AA G OW L ,0
OW V AH K ,0
TH R AH JH ,0
G UW G UW ,0
EH TH ER V ,0
F R AH TH ,0
AA B EH N ,0
JH ER M ER ,0
D AH AA K ,5.416
CH IH V IY ,0
N AY AE CH ,0
AH M EH D ,0
B OY AH D ,0
EY K R UW ,0
TH IY AA N ,0
R AH B AH ,0
F L K S ,0
DH EH R OW ,0
P L EH F ,0
B L EH CH ,0
AE D R G ,2.695
T OY AH TH ,0
P L AO NG ,0
B ER AA K ,0
Y ER G IY ,0
ER L AH K ,0
ER F AY T ,0
AH JH AA B ,0
G R B OW ,0
AO L L AO ,6.375
L AA R K ,0
L IY D OW ,0
B AE S AH ,0
V IY EY CH ,0
IH S AY D ,0
B L W AH ,2.892
S AY R OW ,0
G AA N Z ,0
AO S UW D ,0
V Y AA L ,0
SH AA L JH ,0
AE N K S ,0
EH S IY R ,2.417
AE D AA DH ,0
AH F AO G ,0
AE N AE V ,0
P ER EY D ,0
R OW N S ,0
AO S F T ,0
W AO G OY ,0
IH L IH S ,0
SH EH P S ,0
SH AH B AE ,0
R AH L P ,2.526
AA S N Z ,0
V IH L JH ,0
EH T EH S ,0
AO S AH D ,0
AA P IH M ,0
AH SH AH K ,0
AH B L CH ,0
AA G EY P ,0
Z AY AH P ,0
Z UW EY D ,1.952
L AH N IY ,0
OW L EH L ,0
EY L AH TH ,0
HH AW IH B ,2.885
G IY DH ER ,0
S N ER S ,0
N EH JH OY ,0
HH AO L M ,0
T OY IH F ,0
S M AA V ,0
ER K L EY ,0
N AO L ,0
P UW ZH ,3.086
AE V IY ,0
EY L V ,0
K R T ,0
F AA Z ,0
IH L AW ,0
R OY Z ,0
R IH T ,0
V EY Z ,0
AH NG TH ,2.561
OW P OY ,0
SH EH CH ,0
W IH Z ,0
G UW K ,0
V EY T ,0
L AY F ,0
L IY K ,0
AA G AW ,0
K R S ,0
HH AH M ,0
T IY S ,0
JH AA B ,0
ER L IY ,0
CH AH B ,0
Y ER N ,0
OW L AE ,0
T IH SH ,0
Y EH D ,0
K R V ,1.909
EY L OW ,0
CH OW T ,2.18
M AH L ,0
M AO S ,0
V EY D ,0
G R K ,0
M EH G ,0
TH ER AE ,2.806
R AA F ,0
HH AA B ,0
SH IY G ,0
DH IH M ,0
EY L V ,0
K AO L ,0
W OW CH ,2.117
M ER IY ,0
AH CH IY ,0
P EY N ,0
T R AE ,0
AH K OW ,0
B AW L ,0
CH ER CH ,0
W IH CH ,0
ER EH B ,0
SH AH CH ,0
S IY P ,0
N AY B ,0
B IH P ,0
N UW N ,0
JH UW P ,0
M AO S ,0
N AH L ,0
IY K IY ,0
S L T ,0
W ER V ,0
B AA B ,0
D AE M ,0
AA K IY ,0
ER F T ,0
ER AY P ,0
R UW T ,0
CH OW M ,2.18
S AH G ,0
Y AE SH ,0
HH UH L ,0
R EH M ,0
OW P OW ,0
AO T ER ,0
M Y AE ,2.22
V EH SH ,0
P L OY ,0
F OW G ,0
EY L T ,0
B AE L ,0
JH ER CH ,0
CH IH B ,0
N OY N ,0
AH B AY ,0
S UW P ,0
AH S ER ,0
B AA V ,0
R IH ZH ,0
S UW L ,0
K EH R ,0
DH IH S ,0
AH CH IY ,0
ER S ER ,0
P IY M ,0
ER AY OW ,2.281
P EH M ,0
S AE Z ,0
SH EY M ,2.152
S IH P ,0
M EY V ,0
CH ER OY ,0
SH IY N ,0
K AO R ,0
K IH G ,0
W AH T ,0
P UW K ,0
N AA G ,0
SH AE T ,0
T EH F ,0
K AO G ,0
K R AE ,0
EH G AH ,0
IH N T ,0
DH IY P ,0
S AE M ,0
L AW Z ,0
ER SH AH ,0
M AH CH ,0
B AA N ,0
S T UW ,0
M AA F ,0
AO R T ,0
M AH T ,0
T ER N ,0
EY ZH AH ,2.703
B IH CH ,0
Y EH G ,0
G AA S ,0
ER AA S ,0
K L S ,0
AE K ER ,0
B IY OW ,0
EY L V ,0
JH AH CH ,0
Y ER CH ,0
N AA K ,0
R AH D ,0
D IH G ,0
V EY G ,0
P IY DH ,0
G ER T ,0
N IH SH ,0
JH UH G ,0
D OY D ,0
R EY DH ,0
W OW D ,0
D EY Z ,0
TH EH TH ,0
EH V AH ,0
EH CH ER ,2.557
W OW D ,0
R AW JH ,2.117
F EY V ,0
S AA TH ,0
T W EY ,0
AE K OY ,0
R IH M ,0
Z EH K ,0
CH IY T ,0
T AE N ,0
IY K EY ,0
AA R IY ,0
G IH K ,0
G EY V ,0
W EH K ,0
T R M ,0
AE R AE ,0
P AE NG ,0
K W EY ,0
DH IH K ,0
W OW V ,0
F AY ER ,0
TH IH M ,0
EY V IY ,0
N IH F ,0
F OW P ,0
P R D ,0
W IY V ,0
B AH L ,0
P AH T ,0
B EH S ,0
JH AE B ,0
F AE N ,0
JH UH R ,0
S ER L ,0
S EY L ,0
M AA M ,0
N IH ZH ,0
L UH D ,0
SH IH N ,0
K AA G ,0
S L AH ,0
R AY L ,0
Z IH B ,0
K EY JH ,0
V AE Z ,0
S K EY ,0
EH S AE ,0
HH UW Z ,0
T AE B ,0
L AY V ,0
ER K AE ,0
M AA CH ,0
T EH N ,0
AH P UW ,0
D OW Z ,0
AA B OY ,0
R AA P ,0
EY T ER ,0
EY L UW ,0
N AO N ,0
D R B ,0
D AA R ,0
AE R OY ,0
CH AA P ,0
S OW G ,0
L UH D ,0
ER M P ,0
HH OY T ,0
ER N AH ,0
R OW P ,0
B OW P ,0
AE V AH ,0
V AA TH ,0
K AA S ,0
L IY AH ,0
S IH B ,0
B UH D ,0
P Y ER ,0
OW P UW ,0
ER L K ,1.742
AE R D ,0
B UH G ,0
OW P UW ,0
F L T ,0
S L OY ,0
ER G IY ,0
G IH Z ,0
F L AE ,0
F R JH ,0
M EH SH ,0
AE S AE ,0
ER IY DH ,0
K AO M ,2.564
D AA N ,0
SH AA NG ,0
ER S UW ,0
OW P AY ,0
L AA N ,0
EY M P ,0
M IY Z ,0
AE R T ,0
N IY NG ,3.607
P ER OY ,0
R EH L ,0
DH IY V ,0
TH AA R ,2.345
ER AA F ,0
S P AW ,0
Y EH JH ,0
AE L D ,0
G OW S ,0
IH V AY ,0
G IH L ,0
B UH L ,0
Z AE D ,2.18
L AA Z ,0
F AA F ,0
EH L V ,0
M IH T ,0
AA K UW ,0
F OW G ,0
L EY G ,0
G EH G ,0
P AE R ,0
K R TH ,0
R AO NG ,0
R OW Z ,0
D AE P ,0
F AH L ,0
ER AA M ,0
F L AW ,0
K EH TH ,0
R OY L ,0
L IH K ,0
HH IY D ,0
M ER OY ,0
M AH SH ,0
JH UW Z ,0
ER IY DH ,0
HH ER G ,0
K IH B ,0
S AA N ,0
AE L T ,0
D UH L ,0
D AW ER ,0
EY L AO ,3.635
L AA F ,0
P UW F ,0
AY S IY ,0
F AE ZH ,0
D AA DH ,0
G R AE ,0
G ER OY ,0
T R OY ,0
R EH M ,0
W AY K ,0
M IY M ,0
G ER T ,0
S AH B ,0
EH N CH ,0
F L N ,2.74
M ER IY ,0
AE N T ,0
ER UW S ,2.423
ER L V ,0
L AH G ,0
AH N JH ,0
K AW L ,0
B IH ZH ,0
M AO T ,0
D AY V ,0
K AE TH ,0
TH EH F ,0
R AA M ,0
T IH P ,0
T AH B ,0
EH N UW ,0
G IH SH ,0
V IH SH ,0
F AA R ,0
AE T UW ,0
ER D AE ,0
AA S EY ,0
IH T AH ,0
B EY JH ,0
EH F EY ,0
T AE ZH ,0
CH EH S ,0
V OW P ,0
R AE TH ,0
V ER AH ,0
HH AE L ,0
HH EY V ,0
AH F T ,0
V AE S ,0
DH IH R ,0
OW D IY ,2.203
NG AE D ,4.087
SH IH L ,0
IH R N ,0
G R TH ,0
IH R D ,0
CH IH G ,0
EY L ER ,0
IH R AW ,0
G EH V ,0
V AA P ,0
T OW ,0
AE S ,0
G IY ,0
AE G ,0
TH IY ,0
AO L ,0
IH N ,0
D ER ,0
AY S ,0
Y AH ,0
K ER ,0
EY K ,0
W OW ,0
HH OW ,0
HH IY ,0
G AW ,0
K EY ,0
HH ER ,0
V ER ,0
P EY ,0
M IY ,0
D UW ,0
D AE ,0
K AE ,0
L EY ,0
G EY ,0
S IY ,0
EH B ,0
EH L ,0
G IY ,0
T UW ,0
JH OY ,0
ER OY ,0
ER TH ,0
AA JH ,2.695
AH P ,0
AY D ,0
IH N ,0
EH L ,0
EH N ,0
AA K ,0
T IY ,0
IH K ,0
R OW ,0
P Y ,4.897
AE S ,0
V AH ,0
P AE ,0
P EY ,0
M IY ,0
IH NG ,0
S EY ,0
AH B ,0
EH TH ,0
V ER ,0
V AH ,0
T IY ,0
G ,0
AH ,0
